month,day,black-four,green-four,black,green,yellow,blue,black-weekly,black-twice,green-weekly,green-twice
04,28,m,r,bm,gr,b,q,,,,
04,29,c,h,cn,hs,d,r,,,,
04,30,o,t,do,it,d,s,,,,
05,1,,,,,,,,,,
05,2,e,k,ep,ku,e,t,,,,
05,3,,,,,,,,,,
05,4,f,l,fq,al,f,a,,,,
05,5,r,b,gr,bm,g,b,,,,
05,6,h,n,hs,cn,h,c,,,,
05,7,t,d,it,do,i,d,,,,
05,8,k,p,ku,ep,k,e,,,,
05,9,,,,,,,,,,
05,10,,,,,,,,,,
05,11,l,q,al,fq,a,f,,,,
05,12,b,g,bm,gr,b,g,,,,
05,13,n,s,cn,hs,d,h,,,,
05,14,,,,,,,,,,
05,15,d,i,do,it,d,i,,,,
05,16,p,u,ep,ku,e,j,,,,
05,17,,,,,,,,,,
05,18,q,a,fq,al,f,k,,,,
05,19,g,m,gr,bm,g,l,,,,
05,20,s,c,hs,cn,h,m,,,,
05,21,i,o,it,do,i,n,,,,
05,22,u,e,ku,ep,k,o,,,,
05,23,,,,,,,,,,
05,24,,,,,,,,,,
05,25,,,,,,,,,,
05,26,a,f,al,fq,a,p,,,,
05,27,m,r,bm,gr,b,q,,,,
05,28,c,h,cn,hs,d,r,,,,
05,29,o,t,do,it,d,s,,,,
05,30,e,k,ep,ku,e,t,,,,
05,31,,,,,,,,,,
06,1,f,l,fq,al,f,a,,,,
06,2,r,b,gr,bm,g,b,,,,
06,3,h,n,hs,cn,h,c,,,,
06,4,t,d,it,do,i,d,,,,
06,5,k,p,ku,ep,k,e,,,,
06,6,,,,,,,,,,
06,7,,,,,,,,,,
06,8,l,q,al,fq,a,f,,,,
06,9,b,g,bm,gr,b,g,,,,
06,10,n,s,cn,hs,d,h,,,,
06,11,d,i,do,it,d,i,,,,
06,12,p,u,ep,ku,e,j,,,,
06,13,,,,,,,,,,
06,14,,,,,,,,,,
06,15,q,a,fq,al,f,k,,,,
06,16,g,m,gr,bm,g,l,,,,
06,17,s,c,hs,cn,h,m,,,,
06,18,i,o,it,do,i,n,,,,
06,19,u,e,ku,ep,k,o,,,,
06,20,,,,,,,,,,
06,21,,,,,,,,,,
06,22,a,f,al,fq,a,p,,,,
06,23,m,r,bm,gr,b,q,,,,
06,24,c,h,cn,hs,d,r,,,,
06,25,o,t,do,it,d,s,,,,
06,26,e,k,ep,ku,e,t,,,,
06,27,,,,,,,,,,
06,28,,,,,,,,,,
06,29,f,l,fq,al,f,a,,,,
06,30,r,b,gr,bm,g,b,,,,
07,1,h,n,hs,cn,h,c,,,,
07,2,t,d,it,do,i,d,,,,
07,3,k,p,ku,ep,k,e,,,,
07,4,,,,,,,,,,
07,5,,,,,,,,,,
07,6,l,q,al,fq,a,f,,,,
07,7,b,g,bm,gr,b,g,,,,
07,8,n,s,cn,hs,d,h,,,,
07,9,d,i,do,it,d,i,,,,
07,10,p,u,ep,ku,e,j,,,,
07,11,,,,,,,,,,
07,12,,,,,,,,,,
07,13,q,a,fq,al,f,k,,,,
07,14,g,m,gr,bm,g,l,,,,
07,15,s,c,hs,cn,h,m,,,,
07,16,i,o,it,do,i,n,,,,
07,17,u,e,ku,ep,k,o,,,,
07,18,,,,,,,,,,
07,19,,,,,,,,,,
07,20,a,f,al,fq,a,p,,,,
07,21,m,r,bm,gr,b,q,,,,
07,22,c,h,cn,hs,d,r,,,,
07,23,o,t,do,it,d,s,,,,
07,24,e,k,ep,ku,e,t,,,,
07,25,,,,,,,,,,
07,26,,,,,,,,,,
07,27,f,l,fq,al,f,a,,,,
07,28,r,b,gr,bm,g,b,,,,
07,29,h,n,hs,cn,h,c,,,,
07,30,t,d,it,do,i,d,,,,
07,31,k,p,ku,ep,k,e,,,,
08,1,,,,,,,,,,
08,2,,,,,,,,,,
08,3,l,q,al,fq,a,f,,,,
08,4,b,g,bm,gr,b,g,,,,
08,5,n,s,cn,hs,d,h,,,,
08,6,d,i,do,it,d,i,,,,
08,7,p,u,ep,ku,e,j,,,,
08,8,,,,,,,,,,
08,9,,,,,,,,,,
08,10,q,a,fq,al,f,k,,,,
08,11,g,m,gr,bm,g,l,,,,
08,12,s,c,hs,cn,h,m,,,,
08,13,i,o,it,do,i,n,,,,
08,14,u,e,ku,ep,k,o,,,,
08,15,,,,,,,,,,
08,16,,,,,,,,,,
08,17,a,f,al,fq,a,p,,,,
08,18,m,r,bm,gr,b,q,,,,
08,19,c,h,cn,hs,d,r,,,,
08,20,o,t,do,it,d,s,,,,
08,21,e,k,ep,ku,e,t,,,,
08,22,,,,,,,,,,
08,23,,,,,,,,,,
08,24,f,l,fq,al,f,a,,,,
08,25,r,b,gr,bm,g,b,,,,
08,26,h,n,hs,cn,h,c,,,,
08,27,t,d,it,do,i,d,,,,
08,28,k,p,ku,ep,k,e,,,,
08,29,,,,,,,,,,
08,30,,,,,,,,,,
08,31,l,q,al,fq,a,f,,,,
09,1,b,g,bm,gr,b,g,,,,
09,2,n,s,cn,hs,d,h,,,,
09,3,d,i,do,it,d,i,,,,
09,4,p,u,ep,ku,e,j,,,,
09,5,,,,,,,,,,
09,6,,,,,,,,,,
09,7,q,a,fq,al,f,k,,,,
09,8,g,m,gr,bm,g,l,,,,
09,9,s,c,hs,cn,h,m,,,,
09,10,i,o,it,do,i,n,,,,
09,11,u,e,ku,ep,k,o,,,,
09,12,,,,,,,,,,
09,13,,,,,,,,,,
09,14,a,f,al,fq,a,p,,,,
09,15,m,r,bm,gr,b,q,,,,
09,16,c,h,cn,hs,d,r,,,,
09,17,o,t,do,it,d,s,,,,
09,18,e,k,ep,ku,e,t,,,,
09,19,,,,,,,,,,
09,20,,,,,,,,,,
09,21,f,l,fq,al,f,a,,,,
09,22,r,b,gr,bm,g,b,,,,
09,23,h,n,hs,cn,h,c,,,,
09,24,t,d,it,do,i,d,,,,
09,25,k,p,ku,ep,k,e,,,,
09,26,,,,,,,,,,
09,27,,,,,,,,,,
09,28,l,q,al,fq,a,f,,,,
09,29,b,g,bm,gr,b,g,,,,
09,30,n,s,cn,hs,d,h,,,,
10,1,d,i,do,it,d,i,,,,
10,2,p,u,ep,ku,e,j,,,,
10,3,,,,,,,,,,
10,4,,,,,,,,,,
10,5,q,a,fq,al,f,k,,,,
10,6,g,m,gr,bm,g,l,,,,
10,7,s,c,hs,cn,h,m,,,,
10,8,i,o,it,do,i,n,,,,
10,9,u,e,ku,ep,k,o,,,,
10,10,,,,,,,,,,
10,11,,,,,,,,,,
10,12,a,f,al,fq,a,p,,,,
10,13,m,r,bm,gr,b,q,,,,
10,14,c,h,cn,hs,d,r,,,,
10,15,o,t,do,it,d,s,,,,
10,16,e,k,ep,ku,e,t,,,,
10,17,,,,,,,,,,
10,18,,,,,,,,,,
10,19,f,l,fq,al,f,a,,,,
10,20,r,b,gr,bm,g,b,,,,
10,21,h,n,hs,cn,h,c,,,,
10,22,t,d,it,do,i,d,,,,
10,23,k,p,ku,ep,k,e,,,,
10,24,,,,,,,,,,
10,25,,,,,,,,,,
10,26,l,q,al,fq,a,f,,,,
10,27,b,g,bm,gr,b,g,,,,
10,28,n,s,cn,hs,d,h,,,,
10,29,d,i,do,it,d,i,,,,
10,30,p,u,ep,ku,e,j,,,,
10,31,,,,,,,,,,
11,1,,,,,,,,,,
11,2,q,a,fq,al,f,k,,,,
11,3,g,m,gr,bm,g,l,,,,
11,4,s,c,hs,cn,h,m,,,,
11,5,i,o,it,do,i,n,,,,
11,6,u,e,ku,ep,k,o,,,,
11,7,,,,,,,,,,
11,8,,,,,,,,,,
11,9,a,f,al,fq,a,p,,,,
11,10,m,r,bm,gr,b,q,,,,
11,11,c,h,cn,hs,d,r,,,,
11,12,o,t,do,it,d,s,,,,
11,13,e,k,ep,ku,e,t,,,,
11,14,,,,,,,,,,
11,15,,,,,,,,,,
11,16,f,l,fq,al,f,a,,,,
11,17,r,b,gr,bm,g,b,,,,
11,18,h,n,hs,cn,h,c,,,,
11,19,t,d,it,do,i,d,,,,
11,20,k,p,ku,ep,k,e,,,,
11,21,,,,,,,,,,
11,22,,,,,,,,,,
11,23,l,q,al,fq,a,f,,,,
11,24,b,g,bm,gr,b,g,,,,
11,25,n,s,cn,hs,d,h,,,,
11,26,d,i,do,it,d,i,,,,
11,27,p,u,ep,ku,e,j,,,,
11,28,,,,,,,,,,
11,29,,,,,,,,,,
11,30,q,a,fq,al,f,k,,,,
12,1,g,m,gr,bm,g,l,,,,
12,2,s,c,hs,cn,h,m,,,,
12,3,i,o,it,do,i,n,,,,
12,4,u,e,ku,ep,k,o,,,,
12,5,,,,,,,,,,
12,6,,,,,,,,,,
12,7,a,f,al,fq,a,p,,,,
12,8,m,r,bm,gr,b,q,,,,
12,9,c,h,cn,hs,d,r,,,,
12,10,o,t,do,it,d,s,,,,
12,11,e,k,ep,ku,e,t,,,,
12,12,,,,,,,,,,
12,13,,,,,,,,,,
12,14,f,l,fq,al,f,a,,,,
12,15,r,b,gr,bm,g,b,,,,
12,16,h,n,hs,cn,h,c,,,,
12,17,t,d,it,do,i,d,,,,
12,18,k,p,ku,ep,k,e,,,,
12,19,,,,,,,,,,
12,20,,,,,,,,,,
12,21,l,q,al,fq,a,f,,,,
12,22,b,g,bm,gr,b,g,,,,
12,23,n,s,cn,hs,d,h,,,,
12,24,d,i,do,it,d,i,,,,
12,25,p,u,ep,ku,e,j,,,,
12,26,,,,,,,,,,
12,27,,,,,,,,,,
12,28,p,u,ep,ku,e,j,,,,
12,29,q,a,fq,al,f,k,,,,
12,30,g,m,gr,bm,g,l,,,,
12,31,s,c,hs,cn,h,m,,,,
