month,day,black-four,green-four,black,green,yellow,blue,black-weekly,black-twice,green-weekly,green-twice
10,27,k,p,ku,ep,k,u,ez,ace,z,
10,28,,,,,,,,,,
10,29,,,,,,,,,,
10,30,l,f,al,fq,a,a,av,a,v,
10,31,,,,,,,,,,
11,1,b,r,bm,gr,b,b,cw,bcdef,w,
11,2,n,h,cn,hs,c,c,x,,x,
11,3,d,,do,it,d,d,bdfy,bd,y,
11,4,p,k,ep,ku,e,e,ez,ace,z,
11,5,,,,,,,,,,
11,6,q,a,fq,al,f,f,av,a,v,
11,7,g,m,gr,bm,g,g,cw,bcdef,w,
11,8,s,cn,hs,cn,h,h,x,,x,
11,9,i,,it,do,i,i,bdfy,bd,y,
11,10,u,e,ku,ep,k,k,ez,ace,z,
11,11,,,,,,,,,,
11,12,,,,,,,,,,
11,13,a,q,al,fq,a,l,av,a,v,
11,14,m,g,bm,gr,b,m,cw,bcdef,w,
11,15,c,s,cn,hs,c,n,x,,x,
11,16,o,it,do,it,d,o,bdfy,bd,y,
11,17,e,u,ep,ku,e,p,ez,ace,z,
11,18,,,,,,,,,,
11,19,,,,,,,,,,
11,20,f,l,fq,al,f,q,av,a,v,
11,21,r,b,gr,bm,g,r,cw,bcdef,w,
11,22,h,,hs,cn,h,s,x,,x,
11,23,t,do,it,do,i,t,bdfy,bd,y,
11,24,k,p,ku,ep,k,u,ez,ace,z,
11,25,,,,,,,,,,
11,26,,,,,,,,,,
11,27,l,f,al,fq,a,a,av,a,v,
11,28,b,r,bm,gr,b,b,cw,bcdef,w,
11,29,n,h,cn,hs,c,c,x,,x,
11,30,d,,do,it,d,d,bdfy,bd,y,
12,1,p,k,ep,ku,e,e,ez,ace,z,
12,2,,,,,,,,,,
12,3,,,,,,,,,,
12,4,q,a,fq,al,f,f,av,a,v,
12,5,g,m,gr,bm,g,g,cw,bcdef,w,
12,6,s,cn,hs,cn,h,h,x,,x,
12,7,i,,it,do,i,i,bdfy,bd,y,
12,8,u,e,ku,ep,k,k,ez,ace,z,
12,9,,,,,,,,,,
12,10,,,,,,,,,,
12,11,a,q,al,fq,a,l,av,a,v,
12,12,m,g,bm,gr,b,m,cw,bcdef,w,
12,13,c,s,cn,hs,c,n,x,,x,
12,14,o,it,do,it,d,o,bdfy,bd,y,
12,15,e,u,ep,ku,e,p,ez,ace,z,
12,16,,,,,,,,,,
12,17,,,,,,,,,,
12,18,f,l,fq,al,f,q,av,a,v,
12,19,r,b,gr,bm,g,r,cw,bcdef,w,
12,20,h,,hs,cn,h,s,x,,x,
12,21,t,do,it,do,i,t,bdfy,bd,y,
12,22,k,p,ku,ep,k,u,ez,ace,z,
12,23,,,,,,,,,,
12,24,,,,,,,,,,
12,25,,,,,,,,,,
12,26,,,,,,,,,,
12,27,l,f,al,fq,a,a,av,a,v,
12,28,b,r,bm,gr,b,b,cw,bcdef,w,
12,29,n,h,cn,hs,c,c,x,,x,
12,30,d,,do,it,d,d,bdfy,bd,y,
12,31,,,,,,,,,,
